Facility ID,Facility Name,State,ZIP Code,Hospital Type,Hospital Ownership,Emergency Services,Meets criteria for birthing friendly designation,Hospital overall rating,Hospital overall rating footnote,MORT Group Measure Count,Safety Group Measure Count,READM Group Measure Count,Pt Exp Group Measure Count,TE Group Measure Count
111336,MOUNTAIN LAKES MEDICAL CENTER,GA,30525,Critical Access Hospitals,Proprietary,Yes,,,16,7,8,11,8,12
111337,ELBERT MEMORIAL HOSPITAL,GA,30635,Critical Access Hospitals,Government - Hospital District or Authority,No,,,16,7,8,11,8,12
113300,ATHUR M BLANK HOSPITAL,GA,30329,Childrens,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
113301,CHILDREN'S HEALTHCARE OF ATLANTA AT SCOTTISH RITE,GA,30342,Childrens,Voluntary non-profit - Other,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114004,SUMMITRIDGE CENTER- PSYCHIATRY & ADDICTIVE MED,GA,30046,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114008,COASTAL HARBOR TREATMENT CENTER,GA,31406,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114010,PEACHFORD BEHAVIORAL HEALTH SYSTEM OF ATLANTA,GA,30338,Psychiatric,Proprietary,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114012,RIDGEVIEW INSTITUTE,GA,30080,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114013,WEST CENTRAL GEORGIA REGIONAL HOSPITAL,GA,31917,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114016,ST SIMONS-BY-THE-SEA,GA,31522,Psychiatric,Government - Federal,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114019,GEORGIA REGIONAL HOSPITAL ATLANTA,GA,30034,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114028,GEORGIA REGIONAL HOSP SAVANNAH,GA,31416,Psychiatric,Government - State,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114029,EAST CENTRAL REGIONAL HOSPITAL,GA,30906,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114032,SO CRESCENT BEH HLTH SYS - ANCHOR HOSPITAL CAMPUS,GA,30349,Psychiatric,Government - Hospital District or Authority,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114035,RIVERWOODS BEHAVIORAL HEALTH SYSTEM,GA,30274,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114036,GREENLEAF CENTER,GA,31602,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
114037,RIDGEVIEW INSTITUTE MONROE,GA,30655,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
120001,THE QUEENS MEDICAL CENTER,HI,96813,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
120002,MAUI MEMORIAL MEDICAL CENTER,HI,96793,Acute Care Hospitals,Government - State,No,Y,3.0,,7,8,11,8,12
120005,HILO BENIOFF MEDICAL CENTER,HI,96720,Acute Care Hospitals,Government - State,Yes,Y,2.0,,7,8,11,8,12
120006,ADVENTIST HEALTH CASTLE,HI,96734,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,5.0,,7,8,11,8,12
120007,KUAKINI MEDICAL CENTER,HI,96817,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12
120011,KAISER FOUNDATION HOSPITAL,HI,96819,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
120014,WILCOX MEMORIAL HOSPITAL,HI,96766,Acute Care Hospitals,Government - Federal,Yes,Y,2.0,,7,8,11,8,12
120019,KONA COMMUNITY HOSPITAL,HI,96750,Acute Care Hospitals,Government - State,Yes,Y,2.0,,7,8,11,8,12
12001F,Tripler AMC (FT Shafter),HI,96859,Acute Care - Department of Defense,Department of Defense,Yes,,,22,Not Available,Not Available,Not Available,Not Available,Not Available
120022,STRAUB CLINIC AND HOSPITAL,HI,96813,Acute Care Hospitals,Proprietary,Yes,,4.0,,7,8,11,8,12
120026,PALI MOMI MEDICAL CENTER,HI,96701,Acute Care Hospitals,Proprietary,Yes,,4.0,,7,8,11,8,12
120028,"NORTH HAWAII COMMUNITY HOSPITAL, INC",HI,96743,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
121300,KAUAI VETERANS MEMORIAL HOSPITAL,HI,96796,Critical Access Hospitals,Government - State,Yes,Y,,16,7,8,11,8,12
121301,KAU HOSPITAL,HI,96777,Critical Access Hospitals,Government - State,Yes,,,16,7,8,11,8,12
121302,KOHALA HOSPITAL,HI,96755,Critical Access Hospitals,Government - State,Yes,,,16,7,8,11,8,12
121303,MOLOKAI GENERAL HOSPITAL,HI,96748,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
121304,KAHUKU MEDICAL CENTER,HI,96731,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
121305,LANAI COMMUNITY HOSPITAL,HI,96763,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
121306,SAMUEL MAHELONA MEMORIAL HOSPITAL,HI,96746,Critical Access Hospitals,Government - State,Yes,,,16,7,8,11,8,12
121307,HALE HO'OLA HAMAKUA,HI,96727,Critical Access Hospitals,Government - State,Yes,,,16,7,8,11,8,12
121308,KULA HOSPITAL,HI,96790,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
123300,KAPIOLANI MEDICAL CENTER FOR WOMEN & CHILDREN,HI,96826,Childrens,Voluntary non-profit - Private,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
123301,SHRINERS HOSPITAL FOR CHILDREN,HI,96826,Childrens,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
124001,KAHI MOHALA,HI,96706,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
130002,ST LUKES MAGIC VALLEY MEDICAL CENTER,ID,83301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
130003,ST JOSEPH REGIONAL MEDICAL CENTER,ID,83501,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
130006,ST LUKE'S REGIONAL MEDICAL CENTER,ID,83712,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
130007,SAINT ALPHONSUS REGIONAL MEDICAL CENTER,ID,83706,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12
130013,SAINT ALPHONSUS MEDICAL CENTER - NAMPA,ID,83687,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
130014,WEST VALLEY MEDICAL CENTER,ID,83605,Acute Care Hospitals,Proprietary,Yes,,5.0,,7,8,11,8,12
130018,EASTERN IDAHO REGIONAL MEDICAL CENTER,ID,83404,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
130025,MADISON MEMORIAL HOSPITAL,ID,83440,Acute Care Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
130028,PORTNEUF MEDICAL CENTER,ID,83201,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
13003F,BOISE VA MEDICAL CENTER,ID,83702,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
130049,KOOTENAI HEALTH,ID,83814,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,4.0,,7,8,11,8,12
130063,TREASURE VALLEY HOSPITAL,ID,83704,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12
130065,MOUNTAIN VIEW HOSPITAL,ID,83404,Acute Care Hospitals,Physician,Yes,Y,3.0,,7,8,11,8,12
130066,NORTHWEST SPECIALTY HOSPITAL,ID,83854,Acute Care Hospitals,Proprietary,No,,,16,7,8,11,8,12
130071,ST LUKE'S NAMPA MEDICAL CENTER,ID,83687,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
130073,GROVE CREEK MEDICAL CENTER,ID,83221,Acute Care Hospitals,Voluntary non-profit - Private,No,Y,,16,7,8,11,8,12
130074,"IDAHO FALLS COMMUNITY HOSPITAL, LLC",ID,83404,Acute Care Hospitals,Proprietary,Yes,,5.0,,7,8,11,8,12
130779,CASCADE MEDICAL CENTER,ID,83611,Rural Emergency Hospital,Government - Hospital District or Authority,Yes,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
131301,BOUNDARY COMMUNITY HOSPITAL,ID,83805,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
131302,NORTH CANYON MEDICAL CENTER,ID,83330,Critical Access Hospitals,Voluntary non-profit - Private,No,,,16,7,8,11,8,12
131303,NELL J REDFIELD MEMORIAL HOSPITAL,ID,83252,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
131304,POWER COUNTY HOSPITAL DISTRICT,ID,83211,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12
131305,STEELE MEMORIAL MEDICAL CENTER,ID,83467,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
131307,WEISER MEMORIAL HOSPITAL,ID,83672,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12
131309,CARIBOU MEDICAL CENTER,ID,83276,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
131310,ST LUKE'S JEROME,ID,83338,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
131311,ST LUKE'S ELMORE MEDICAL CENTER,ID,83647,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
131312,ST LUKE'S MCCALL,ID,83638,Critical Access Hospitals,Proprietary,Yes,Y,,16,7,8,11,8,12
131313,TETON VALLEY HOSPITAL,ID,83422,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
131314,SHOSHONE MEDICAL CENTER,ID,83837,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12
131315,SYRINGA GENERAL HOSPITAL,ID,83530,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,4.0,,7,8,11,8,12
131316,BEAR LAKE MEMORIAL HOSPITAL,ID,83254,Critical Access Hospitals,Government - Local,Yes,Y,,16,7,8,11,8,12
131317,BENEWAH COMMUNITY HOSPITAL,ID,83861,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
131318,VALOR HEALTH,ID,83617,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
131319,MINIDOKA MEMORIAL HOSPITAL,ID,83350,Critical Access Hospitals,Government - Local,Yes,,,16,7,8,11,8,12
131320,CLEARWATER VALLEY HOSPITAL & CLINICS,ID,83544,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
131321,ST MARY'S HOSPITAL,ID,83522,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
131322,FRANKLIN COUNTY MEDICAL CENTER,ID,83263,Critical Access Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
131323,ST LUKE'S WOOD RIVER MEDICAL CENTER,ID,83340,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
131324,LOST RIVERS MEDICAL CENTER,ID,83213,Critical Access Hospitals,Government - Hospital District or Authority,Yes,,,16,7,8,11,8,12
131325,BINGHAM MEMORIAL HOSPITAL,ID,83221,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
131326,CASSIA REGIONAL HOSPITAL,ID,83318,Critical Access Hospitals,Voluntary non-profit - Private,Yes,Y,,16,7,8,11,8,12
131327,GRITMAN MEDICAL CENTER,ID,83843,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
131328,BONNER GENERAL HOSPITAL,ID,83864,Critical Access Hospitals,Voluntary non-profit - Private,Yes,,1.0,,7,8,11,8,12
134002,INTERMOUNTAIN HOSPITAL,ID,83704,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
134009,LIFEWAYS HOSPITAL,ID,83704,Psychiatric,Voluntary non-profit - Private,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
134010,STATE HOSPITAL SOUTH,ID,83221,Psychiatric,Government - State,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
134017,COTTONWOOD CREEK BEHAVIORAL HOSPITAL,ID,83642,Psychiatric,Proprietary,No,,,19,Not Available,Not Available,Not Available,Not Available,Not Available
140001,GRAHAM HOSPITAL ASSOCIATION,IL,61520,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
140002,ALTON MEMORIAL HOSPITAL,IL,62002,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140007,SAINT JOSEPH MEDICAL CENTER,IL,60435,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1.0,,7,8,11,8,12
140008,LOYOLA GOTTLIEB MEMORIAL HOSPITAL,IL,60160,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12
140010,NORTHSHORE UNIVERSITY HEALTHSYSTEM - EVANSTON HOSPITAL,IL,60201,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5.0,,7,8,11,8,12
140011,HERRIN HOSPITAL,IL,62948,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12
140012,OSF SAINT KATHARINE MEDICAL CENTER,IL,61021,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
140013,PROCTOR HOSPITAL,IL,61354,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,3.0,,7,8,11,8,12
140015,BLESSING HOSPITAL,IL,62301,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140018,MT SINAI HOSPITAL MEDICAL CENTER,IL,60608,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
140029,COPLEY MEMORIAL HOSPITAL,IL,60504,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
140030,ADVOCATE SHERMAN HOSPITAL,IL,60123,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
140032,ST ANTHONYS MEMORIAL HOSPITAL,IL,62401,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12
140034,SSM HEALTH ST MARY'S HOSPITAL -CENTRALIA,IL,62801,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,2.0,,7,8,11,8,12
14003F,JESSE BROWN VA MEDICAL CENTER - VA CHICAGO HEALTHCARE SYSTEM,IL,60612,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,5.0,,7,8,11,8,12
140043,CGH MEDICAL CENTER,IL,61081,Acute Care Hospitals,Government - Local,Yes,Y,2.0,,7,8,11,8,12
140046,GOOD SAMARITAN REGIONAL HLTH CENTER,IL,62864,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
140048,ADVOCATE TRINITY HOSPITAL,IL,60617,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2.0,,7,8,11,8,12
140049,WEST SUBURBAN MEDICAL CENTER,IL,60302,Acute Care Hospitals,Voluntary non-profit - Other,No,Y,1.0,,7,8,11,8,12
14004F,VA ILLIANA HEALTHCARE SYSTEM - DANVILLE,IL,61832,Acute Care - Veterans Administration,Veterans Health Administration,No,,,16,7,8,11,8,12
140052,OSF SAINT ANTHONY'S HEALTH CENTER,IL,62002,Acute Care Hospitals,Voluntary non-profit - Church,No,,3.0,,7,8,11,8,12
140053,ST JOHNS HOSPITAL,IL,62769,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12
140054,MACNEAL  HOSPITAL,IL,60402,Acute Care Hospitals,Proprietary,Yes,Y,3.0,,7,8,11,8,12
140059,JERSEY COMMUNITY HOSPITAL,IL,62052,Acute Care Hospitals,Government - Local,Yes,,2.0,,7,8,11,8,12
140062,PALOS COMMUNITY HOSPITAL,IL,60463,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
140063,RUSH OAK PARK HOSPITAL,IL,60304,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,4.0,,7,8,11,8,12
140064,ST MARY MEDICAL CENTER,IL,61401,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2.0,,7,8,11,8,12
140065,ADVENTIST LA GRANGE MEMORIAL HOSPITAL,IL,60525,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,5.0,,7,8,11,8,12
140067,SAINT FRANCIS MEDICAL CENTER,IL,61637,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
140068,ROSELAND COMMUNITY HOSPITAL,IL,60628,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
140077,TOUCHETTE REGIONAL HOSPITAL INC,IL,62207,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
14007F,HINES VA MEDICAL CENTER,IL,60141,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,2.0,,7,8,11,8,12
140080,SAINT FRANCIS HOSPITAL-EVANSTON,IL,60202,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,2.0,,7,8,11,8,12
140082,LOUIS A WEISS MEMORIAL HOSPITAL,IL,60640,Acute Care Hospitals,Proprietary,Yes,,1.0,,7,8,11,8,12
140083,LORETTO HOSPITAL,IL,60644,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,,16,7,8,11,8,12
140084,VISTA MEDICAL CENTER EAST,IL,60085,Acute Care Hospitals,Proprietary,Yes,,2.0,,7,8,11,8,12
140088,THE UNIVERSITY OF CHICAGO MEDICAL CENTER,IL,60637,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140089,MC DONOUGH DISTRICT HOSPITAL,IL,61455,Acute Care Hospitals,Government - Hospital District or Authority,Yes,Y,3.0,,7,8,11,8,12
14008F,MARION IL VA MEDICAL CENTER,IL,62959,Acute Care - Veterans Administration,Veterans Health Administration,Yes,,3.0,,7,8,11,8,12
140091,CARLE FOUNDATION HOSPITAL,IL,61801,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
140093,OSF SACRED HEART MEDICAL CENTER,IL,61832,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2.0,,7,8,11,8,12
140095,SAINT ANTHONY HOSPITAL,IL,60623,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
140100,"MIDWESTERN REGION MED CENTER, INC",IL,60099,Acute Care Hospitals,Proprietary,Yes,,4.0,,7,8,11,8,12
140101,MORRIS HOSPITAL & HEALTHCARE CENTERS,IL,60450,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
140103,ST BERNARD HOSPITAL,IL,60621,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,1.0,,7,8,11,8,12
140110,OSF SAINT ELIZABETH MDL CTR,IL,61350,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140113,OSF HEART OF MARY MEDICAL CENTER,IL,61801,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,3.0,,7,8,11,8,12
140114,SWEDISH HOSPITAL,IL,60625,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2.0,,7,8,11,8,12
140115,THOREK MEMORIAL HOSPITAL,IL,60613,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
140116,NORTHWESTERN MEDICINE MCHENRY,IL,60050,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5.0,,7,8,11,8,12
140117,AMITA HEALTH RESURRECTION MEDICAL CENTER,IL,60631,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
140119,RUSH UNIVERSITY MEDICAL CENTER,IL,60612,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
140120,PEKIN MEMORIAL HOSPITAL,IL,61554,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,2.0,,7,8,11,8,12
140122,ADVENTIST HINSDALE HOSPITAL,IL,60521,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140124,JOHN H STROGER JR HOSPITAL,IL,60612,Acute Care Hospitals,Government - Local,Yes,Y,3.0,,7,8,11,8,12
140125,GATEWAY REGIONAL MEDICAL CENTER,IL,62040,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,1.0,,7,8,11,8,12
140127,CARLE BROMENN MEDICAL CENTER,IL,61761,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12
140130,NORTHWESTERN LAKE FOREST HOSPITAL,IL,60045,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,5.0,,7,8,11,8,12
140133,HOLY CROSS HOSPITAL,IL,60629,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1.0,,7,8,11,8,12
140135,DECATUR MEMORIAL HOSPITAL,IL,62526,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12
140137,HSHS HOLY FAMILY HOSPITAL INC,IL,62246,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,,16,7,8,11,8,12
140145,ST JOSEPHS HOSPITAL,IL,62230,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
140148,MEMORIAL MEDICAL CENTER,IL,62702,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
140150,UNIVERSITY OF ILLINOIS HOSPITAL AND CLINICS,IL,60612,Acute Care Hospitals,Government - State,Yes,Y,2.0,,7,8,11,8,12
140155,PRESENCE ST MARYS HOSPITAL,IL,60901,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
140158,INSIGHT HOSPITAL AND MEDICAL CENTER CHICAGO,IL,60616,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1.0,,7,8,11,8,12
140160,FHN MEMORIAL HOSPITAL,IL,61032,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,3.0,,7,8,11,8,12
140161,SAINT JAMES HOSPITAL,IL,61764,Acute Care Hospitals,Voluntary non-profit - Church,No,,3.0,,7,8,11,8,12
140162,ST JOSEPH MEDICAL CENTER,IL,61701,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,1.0,,7,8,11,8,12
140164,MEMORIAL HOSPITAL OF CARBONDALE,IL,62901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
140166,ST MARYS HOSPITAL,IL,62521,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1.0,,7,8,11,8,12
140172,FRANCISCAN HEALTH OLYMPIA & CHICAGO HEIGHTS,IL,60461,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,2.0,,7,8,11,8,12
140174,PRESENCE MERCY MEDICAL CENTER,IL,60506,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
140177,JACKSON PARK HOSPITAL,IL,60649,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
140179,OSF LITTLE COMPANY OF MARY MEDICAL CENTER,IL,60805,Acute Care Hospitals,Voluntary non-profit - Other,Yes,Y,2.0,,7,8,11,8,12
140180,PRESENCE SAINTS MARY AND ELIZABETH MEDICAL CENTER,IL,60622,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12
140181,SOUTH SHORE HOSPITAL,IL,60617,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,1.0,,7,8,11,8,12
140182,ADVOCATE ILLINOIS MASONIC MEDICAL CENTER,IL,60657,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
140184,HEARTLAND REGIONAL MEDICAL CENTER,IL,62959,Acute Care Hospitals,Proprietary,Yes,,2.0,,7,8,11,8,12
140185,MEMORIAL HOSPITAL,IL,62226,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140186,RIVERSIDE MEDICAL CENTER,IL,60901,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140187,HSHS ST ELIZABETH'S HOSPITAL,IL,62269,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
140189,SARAH BUSH LINCOLN HEALTH CENTER,IL,61938,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,2.0,,7,8,11,8,12
140191,INGALLS MEMORIAL HOSPITAL,IL,60426,Acute Care Hospitals,Physician,Yes,Y,1.0,,7,8,11,8,12
140197,METHODIST HOSPITAL OF CHICAGO,IL,60640,Acute Care Hospitals,Voluntary non-profit - Private,Yes,,,16,7,8,11,8,12
140200,ELMHURST MEMORIAL HOSPITAL,IL,60126,Acute Care Hospitals,Proprietary,Yes,Y,4.0,,7,8,11,8,12
140202,ADVOCATE CONDELL MEDICAL CENTER,IL,60048,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140206,HUMBOLDT PARK HEALTH,IL,60622,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
140208,ADVOCATE CHRIST HOSPITAL & MEDICAL CENTER,IL,60453,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,3.0,,7,8,11,8,12
140209,METHODIST MEDICAL CENTER OF ILLINOIS,IL,61636,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,1.0,,7,8,11,8,12
140210,HARRISBURG MEDICAL CENTER,IL,62946,Acute Care Hospitals,Voluntary non-profit - Other,Yes,,3.0,,7,8,11,8,12
140211,NORTHWESTERN MEDICINE DELNOR COMMUNITY HOSPITAL,IL,60134,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,5.0,,7,8,11,8,12
140213,SILVER CROSS HOSPITAL  AND MEDICAL CENTERS,IL,60451,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
140217,SAINT JOSEPH HOSPITAL-ELGIN,IL,60123,Acute Care Hospitals,Voluntary non-profit - Church,Yes,,2.0,,7,8,11,8,12
140223,ADVOCATE LUTHERAN GENERAL HOSPITAL,IL,60068,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
140224,PRESENCE SAINT JOSEPH HOSPITAL - CHICAGO,IL,60657,Acute Care Hospitals,Voluntary non-profit - Church,Yes,Y,4.0,,7,8,11,8,12
140228,UW HEALTH,IL,61104,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,3.0,,7,8,11,8,12
140231,EDWARD HOSPITAL,IL,60540,Acute Care Hospitals,Voluntary non-profit - Private,Yes,Y,4.0,,7,8,11,8,12
